lexp,text,childhood,reason
http://data.open.ac.uk/led/lexp/1524243384393,"Nearer and dearer [than Lord Byron and other poets] to hearts like ours was the Ettrick Shepherd, then in his full tide of song and story; but nearer and dearer still than he, or any living songster—to us dearer—was our ill-fated fellow-craftsman, [Robert] Tannahill, who had just taken himself from a neglecting world, while yet that world waxed mellow in his lay. Poor weaver chiel [child]! What we owe to thee! Your “Braes o’ Balquidder,” and “Yon Burnside,” and “Gloomy Winter,” and the “Minstrel’s’’ wailing ditty, and the noble “Gleneiffer.” Oh! how they did ring above the rattling of a hundred shuttles! Let me again proclaim the debt we owe those Song Spirits, as they walked in melody from loom to loom, ministering to the low-hearted; and when the breast was filled with everything but hope and happiness, and all but seared, let only break forth the healthy and vigorous chorus [of Robert Burns] “A man’s a man for a’ that,” the fagged weaver brightens up. His very shuttle skytes boldly along, and clatters through in faithful time to the tune of his merrier shopmates!  Who dare measure in doubt the restraining influences of these very Songs? To us they were all instead of sermons […] Church bells rang not for us. Poets were indeed our Priests.",False,"The passage does not address or answer the scenario described. It discusses the influence of poets and songs on the weavers, but it does not provide information about children's experiences of music as witnessed in bibliographic and artistic sources."
http://data.open.ac.uk/led/lexp/1450197570280,"The musicians were a splendid set. He had Bottesini, the Paganini of the contrabass, and Koenig, the great cornetist of the day, who could play with wonderful expression, his rendition of the Prima Donna Waltz being really an artistic marvel. Then there was the oboist, Lavigne, playing with exquisite tone and fine technique, who could hold a tone (it was said) all the evening by breathing through his nostrils while playing. Then there was the necromantic flautist, Reichardt, the very fine clarinetist, Wuille, and an ophicleide- player, Mr. Hughes, who drew out of his instrument a wonderfully soft, large, and mellow tone, and played with great execution. Among the first violins were the brothers Mollenhauer, who were famous as players of duets, and who finally settled in this country. In fact so large an array of virtuosi has not visited the United States since Jullien’s day",False,"The passage does not provide any information about children's experience of music or evidence of listening experiences. It primarily discusses the musicians and their skills, but does not address the scenario."
http://data.open.ac.uk/led/lexp/1438423300058,"Our first business was to find Signor Mancinelli. He lived in a house overlooking some public gardens not far from the royal palace, and on the way thither Harris confided to me for the first time that he was not quite sure whether he ought to have engaged the man we were then going to see, or his brother, Marino Mancinelli, who was the conductor at the Lisbon Opera-house, and, according to some people, the more gifted of the two. On this point I was happily able to reassure my friend. I had not seen both brothers ; but, when at Bologna in 1879, I had seen Luigi Mancinelli direct at the Teatro Comunale a remarkably fine performance of Gounod's “Faust"" (with a Covent Garden soprano. Mlle. Turolla, as Margherita), and I had considered him a chef-d^orchestre of the first order. Harris was able quickly to confirm this opinion for himself by means of a representation of the selfsame work at the Royal Opera-house.",False,The passage provided does not help address or answer the scenario described.
http://data.open.ac.uk/led/lexp/1452077569159,"As in duty bound I had shown the song to the Principal. I felt as though I were laying bare the innermost recesses of my soul as I sang the words, into which, by the way, I put as little expression as possible, “pour me donner une contenance,” but either he was too busy listening to the music or he was too kind to chaff me about them. In spite of the dreadful sentimentality of the words - perhaps for that very reason - the song had an unqualified success. It was loudly encored, and both the singer and I stepped off the platform highly pleased with each other. I had never written anything the least like it. It belonged to the same category of songs as Sir Arthur Sullivan’s “Let me dream again” and “Once Again’’ - two songs which one never hears now, but which had an immense vogue at the time they were written.",False,"The passage does not address or answer the scenario described. It discusses the success of a song and compares it to other popular songs, but it does not provide evidence of children's experience with music or address the collection and analysis of primary sources related to children's music experiences."
http://data.open.ac.uk/led/lexp/1452342181692,"I shall never forget one concert that was given at Epsom, near Kennerley-Rumford’s home. I had been miserably unwell for a very long time. My friends were always urging me to take a rest, or go abroad, but a composer is, in most cases, anything but a millionaire, and my one answer was, “I simply can’t afford it.” When I received a letter from Bertie Rumford, asking me if I would accompany Harry Greene and himself in a number of my songs at Epsom, I was feeling really ill, but I was so fond of them both that I felt I simply couldn’t refuse. And I went from Broadway to Epsom and played a solo and helped with the accompaniments. I was putting on my cloak in the artists’ room at the end of the concert when Harry came up to me. He said excitedly - “Just you go and give Bertie Rumford the biggest hug you ever gave any one in all your life !” I said, “Good gracious ! Why ?” “Why ?” he cried; “because it’s been your concert, because you’ve been ill, and because he wants this very minute to hand you over the whole of the proceeds.” I could have cried my eyes out when he told me this; it was so absolutely and utterly unexpected, and the kindness and delicacy with which the whole thing had been arranged bowled me completely over.",False,The passage does not provide any evidence or information related to children’s experience of music in bibliographic or artistic sources. It is more focused on the personal experience of the composer and the kindness shown by Bertie Rumford.
http://data.open.ac.uk/led/lexp/1461790554025,"The contrast between the organ-playing of this morning and that which we heard on the last Sabbath, cannot be expressed in words. It was at a popular chapel attached to a large establishment where poor children are cared for and protected, and which is much visited by strangers coming to London. Here the organ-playing is frivolous, light and trifling, we had almost said, as is Jullien's Quadrille Orchestra in Drury Lane. It is amazing that any one who has musical knowledge should so pervert the powers of his instrument. But yet the organist has fine powers of execution; he plays with a rapidity of finger, with a clean piano-forte touch, producing the staccato with as much distinctness as stringed instruments, and at times almost the pizzicato. So it was on the occasion when we last heard him, when the song, ""Why do the nations,"" from the Messiah, with the chorus, ""Let us break their bands,"" were sung to an organ accompaniment as brilliant almost as that of a grand orchestra.",False,"The passage does not address or answer the scenario described. It provides descriptive information about organ-playing at a popular chapel, but it does not discuss children's experiences of music or provide evidence from primary sources."
http://data.open.ac.uk/led/lexp/1449480291305,"En route, after a voyage of fourteen days, we stopped at Honolulu. It had been arranged for us to give a concert in that city if circumstances permitted. When our ship was approaching the shore, on June 5, 1882, but was still about two miles from the wharf, a fleet of small boats came out to meet friends, and from one of them came the questions, “ Is the Quintette Club on board ? Are they ready to give the concert ?” To which we joyfully replied, “Yes.” Thereupon, the boat signaled  the wharf, and the news was sent to the telephone office. Thence it was promptly speeded round the city, reserved seats were taken with a rush, and we had a fine audience. Nearly all the passengers on our ship, 250 in number, were present, as well as the best society in the place, including King Kalakaua and his court, crowding the boxes of the opera house. After the concert we were feted by a German society at their club-rooms, where we “ made a night of it,” until it was time for the ship to sail, early next morning.",False,The passage does not provide any information or evidence about children's experience of music.
http://data.open.ac.uk/led/lexp/1448366290289,"The darkest, most uncleanly, and uninteresting city we have seen is Cologne. Farina himself nor the whole company of Farinas, can keep it clean. Yet its cathedral, though unfinished, is grand; and there we heard the priests, with organ aid, chanting their Gregorian mass.",False,The passage does not address or answer the scenario described.
http://data.open.ac.uk/led/lexp/1450350675404,"In this same Topeka [Kansas], many years later, the concluding piece on one of our programmes was a potpourri which began with the introduction to the Der Freischiitz overture. We had a good house and a crowded gallery. In the latter two men were seated on the right- hand side near the stage, who, when we began the closing piece, attempted to get out. They  had to walk down one side of the hall, then across the end, then up the other side, before reaching the door, which was the only means of ingress or egress to the gallery—an awful fire-trap. We began the introduction to the overture. At this point, up rose the two men and started for the door. We stopped playing. The silence told the men that something had happened, and they sat down again, probably not wishing to make a show of themselves by walking out, in their number elevens, without music. All being quiet, we began the opening phrase once more; up rose again the two men and began their march. Again we stopped, wishing to let them get out and not have our piece spoiled; and again they stood still, this time in the aisle next the wall. We waited a little, and hearing no noise we began for the third time. Instantly, one of the men, who at this point had probably “ got his mad up,"" started for the door. With him it was “ Pike’s Peak or bust ” this time. When we heard the noise we stopped again, whereupon the audience began to titter, and the man making for the door ran the gauntlet of many ironical remarks from the boys, such as, “Take your time, old fellow,”—“No hurry,”—“He’ll get there,”—“ The fiddles ’ll wait,” etc. Finally he reached the door and slammed it with all his might, a parting benediction which, as a reverend friend afterward remarked, said “ Damn! ” as surely as a word could be translated into action. The entire audience understood it in that sense and burst into a perfect roar of laughter. When quiet was restored we played the piece, and ended the concert.",False,The passage does not provide any information or evidence about children's experience of music as witnessed in bibliographic and artistic sources.
http://data.open.ac.uk/led/lexp/1435440249737,"At Mr. Wessel's German soirée I heard some songs of Shobert, a new author. His 'Erl King,' sung by Madame Schroeder, and accompanied on the piano-forte by Madame Dulcken, certainly was a most terrific thing of its kind. The alarming intonation of the vocalist, and the awful thunder which the pianist threw into the bass, had a dramatic effect purely German.",False,The passage does not provide any information about children's experience of music. It only describes a specific musical performance.
http://data.open.ac.uk/led/lexp/1438607512684,"At this period it was the custom to give a preliminary opera season before Easter, during which the great ""stars,"" who were then ordinarily engaged in Paris, Seldom appeared; inferior, or, at all events, less well-known artists, being usually engaged. This was a sort of foretaste of the richer banquet to be given when the Lenten season was over, and was generally supposed to be less relished than the post-Easter entertainment. The season of 1842, in obedience to this custom, opened on Saturday, the 12th April, with the ""Gemma di Vergy"" of Donizetti, Madame Moltini appearing for the first time as the prima donna, and Guasco as leading tenor. The choice of the opera, given rather to meet the views of the singers than those of the manager, was by no means felicitous. ""Gemma di Vergy,"" although abounding in melody and effects, both dramatic and musical, was not esteemed one of Donizetti's finer compositions, albeit a favourite opera in many parts of Italy. Donizetti, likewise, had found, up to this time, but slight favour with the English public, or, at all events, with the English press. He occupied, then, in this country, a position similar to that which afterwards fell to the lot of his successor, Verdi; and even among a great portion of the numerous critics, amateurs as well as ""professionals,"" he was pronounced, by many arbiters of taste, ""flimsy,"" ""meretricious,"" ""noisy,"" ""unsound,"" ""plagiarist,"" and so on. ""Gemma"" was unquestionably a failure; as, indeed, it would have proved under these prejudices with even stronger claims to approbation.",False,The passage does not provide any information or evidence related to children's experience of music. It only discusses the opening opera season and the opinion of the English public towards Donizetti.
http://data.open.ac.uk/led/lexp/1433879464338,"Mr. Ambrose Femy, a Martinico merchant, called upon me in the way of trade. He had with him his two sons ; and our trading affair being ended, hearing that I was fond of music, he informed me they were violin-players, and proposed to have a trio of Beethoven's in the evening. It was at the Angel Inn that I met them. The father, a large stout man, had a force and breadth of play, a grandeur of style, surpassing everything I had hitherto heard upon the violin [...] His love of music led him to carry his son Francis to Paris, and to place him under Cherubini, to be educated in the musical profession. Henry, who was in business with the father, had been tutored by him upon the violoncello, and was a most accomplished performer. The style of Francis was very different from that of the father ; full of passion, exquisitely neat and delicate. In the 57th quartett of Haydn, the elder Femy impressed a force and brilliancy upon the first bar that was like the rushing of a sky-rocket into the ethereal expanse ; even Yanewick, with all his boldness, would have appeared feeble in his presence. Their combined talents were most skilfully shown in Beethoven's serenade trio; the father playing the tenor, Francis the first, and Henry the bass. Such was the unity of taste, and perfection of intonation, that the piece sparkled from beginning to end.",False,"The passage does not provide evidence of children's experience with music. Instead, it describes the musical talents and experiences of adult musicians and their family relationships."
http://data.open.ac.uk/led/lexp/1438614360025,"On the 29th of June, for the benefit of Lablache, I produced ""Don Pasquale."" Grisi, Mario, Fornasari, and Lablache afforded an admirable quatuor for the performance of this genial opera buffa, the success of which was perhaps even greater than that of ""Linda."" I might now indeed deem myself fortunate, for bringing out in one season two new operas, each of which won such golden opinions. Warned by this second success, the press now grew lavish in their praise of Donizetti. He was declared to have composed his Parisian opera in his ""happiest vein."" It was studded with ""musical beauties,"" and contained ""more marks of originality that most of his works,"" &amp;c., &amp;c. In fact, the tide not only changed, but now flowed strongly in favour of the once despised composer. The racy comic humour of Lablache, and the spirit of Grisi, combined with the pleasant and careful execution of Mario and Fornasari, may have contributed sensibly to a success, nowise certainly promoted by the unusually meagre, flimsy libretto. But, in a musical point of view, the verdict was certainly favourable, and none could better recognise the fact than the fortunate manager.",False,"The passage does not help address or answer the scenario described. It is unrelated to children's experience of music and does not provide any evidence or information about primary sources, analysis of texts and images, or the development of identified phenomena."
http://data.open.ac.uk/led/lexp/1448277582432,"The concert last evening was, perhaps, inferior to the general average. A principal point of attraction is always found in the Symphony, and on this occasion it was not a Mozart, a Beethoven, or a Mendelssohn, but an original manuscript composition of a member of the Orchestra, Ferd. Hermann, that was performed. Herr Hermann directed his own Symphony. It did not meet with a very warm reception, though sufficiently so to afford good encouragement to the author and his friends. There is always so much caution and incredulity, and sometimes suspicion, envy and jealousy abroad, that the path to fame, even to true merit, is rough and beset with difficulties. Our author, we suppose, could not complain of the manner in which his work was received, and probably a young composer does not often obtain greater approbation. There were undoubtedly fine points in the Symphony, indicating talent, taste and judgment. Its themes were concise and clear, and there seemed to be a considerable degree of the effusion of genuine feeling, without dry detail, commonplace thoughts, or tedious repetitions. The instrumentation was quite well balanced, though the Oboe was, perhaps, somewhat too prominent in the melodic passages; a greater variety of coloring in this respect might be an improvement. The thoughts were easy, natural and chaste, but yet never so striking as to call forth a rapturous or involuntary exclamation of delight or applause. The interest too was well sustained through the four movements, and although we suppose that the critics will not allow to this Symphony a higher place than mediocrity, yet the young author may be well contented with the award bestowed, return to his study, and try again. Signor Stigelli, a Tenor, from the Royal Italian Opera, London, sang with approbation; Carl Deichmann, a Violinist, from Hanover, played with entire success, a Concerto, by Vieux Temps; an aria by Julius Rietz, (Conductor,) was charmingly sung by Miss Mayer, coming seemingly fresh from the heart, on the tones of a sweet voice.",False,The passage does not address or answer the scenario as it does not mention anything specific about children's experience of music or provide evidence of listening experiences.
http://data.open.ac.uk/led/lexp/1448311811907,"I attended service there [St Peter's Church, Leipzig] this afternoon. At the precise hour the organ prelude commenced; it continued two minutes, and the first Lied immediately followed. There was no introit, or introductory motette as in the Nicolai and Thomas churches. The choir consisted of three boys and two men; and beside these, the organist, another person walking about in the organ loft, and myself, there was but one person present — a goodly old lady; so that when the service commenced, the congregation in fact consisted of but one woman. It reminded me of the clergyman who, when he had no one present but the clerk, took the liberty to alter the prescribed form of the service, reading not “Dearly beloved brethren” but “Dearly beloved Roger.” Here was an occasion then, when the singing was indeed congregational. The members of the choir were all singing, the old lady appeared to sing, and I joined the general chorus. The organ was full and made up for any deficiency of vocal power. I observed that in some stanzas the voices commenced without the organ, and sung three or four syllables, when they were joined by the full organ; though in some other stanzas the voices and organ were simultaneous in their commencement. This, however, can have nothing to do with that which we sometimes call expression or the adaptation of the tune to the different stanzas of the hymn, for no attention whatever is paid to this subject here; there is no variation of soft and loud, but every stanza is loud, and is apparently sung and played without the slightest reference to the principle above mentioned. Indeed the principle of adaptation (as generally understood by us in the United States), seems not to belong to the Congregational style of singing. The minister, who was not present at the commencement of the service, came in during the singing of the last stanza, faced the cross upon the altar for a few moments, and then turning towards the people (by this time numbering perhaps between twenty or thirty), he commenced the responsive chanting service. His first sentence is confined to about half a dozen words, which are given in the tones three and five of the scale; this being responded to by the choir, the minister chants quite a long sentence, after which the choir respond Amen. The response closed upon five of the scale, ascending to it by the sharp four — thus five, three, sharp four, five. After this the minister read about two minutes — the people rising. This was followed by the organ, and another hymn. The minister retired the moment he had finished reading (prayer) and was not present during the singing that followed; but at the close of the hymn, as before, he came in and read a scriptural lesson; again he retired, and again the organ announced another choral. By this time some fifty or sixty persons had assembled, and they succeeded in raising quite a chorus. At the close of the last stanza the minister appeared, not at the altar, but in the pulpit, and after half a dozen words of prayer, commenced his sermon. And now the choir, three boys and two men, took their turn in going out; as the minister seemed to have nothing to do with their part of the service, so, I suppose, they were alike relieved when he began to preach. Considering myself by profession and long habit as more nearly allied to choristers than preachers, and especially as I could not understand what was said, and as I could retire without being noticed, and without disturbing others, 1 followed their example.",False,This passage does not directly address or provide evidence of children's experience with music. It primarily describes the author's personal experience attending a church service and observations of the choir and congregation.
http://data.open.ac.uk/led/lexp/1450212524850,"One of the most notable accomplishments of Mr. Lang was the bringing out of the Passion-Play of Parsifal by Richard Wagner. At great expense he brought from New York the entire Seidl Orchestra, which had recently played the work in that city. It was a bold and brilliant stroke. No other performance of the great composition has been vouchsafed Boston.",False,The passage does not provide any information or address the scenario about characterizing children's experience of music.
http://data.open.ac.uk/led/lexp/1433771880551,"The first occasion on which the members of the Papal Choir were ever permitted to perform their own especial harmonies out of the Papal residence, was that of a fete given by Niebuhr at his residence in the Palazzo Savelli, in honour of Baron Stem, and of Prince Hardenberg, then Chancellor of State and Prime Minister of Prussia. This invitation was the result of a strong conviction on the part of Niebuhr of the propriety of making such a demonstration of respect, both to his countrymen and to the grandees of Rome, and to the diplomatic body ; and having once made up his mind to do this, the fete was carried out with grand effect, the locality having the advantage, ever belonging to Roman palaces, of suitable space. A fete of the ordinary kind, either with dancing, or a performance of theatrical music, was felt to be too incongruous with the character and taste of the great historian, to be admissible; moreover, it was wholly unsuited to the serious aspect of a house and family, over which the ill-health of Madame Niebuhr cast a continual shadow. In the difficulty of selection of a means of giving object and character to the invitation of a mixed multitude, Bunsen's original suggestion was gladly accepted by Niebuhr, who obtained the assent of Consalvi in the name of the Pope, while Bunsen negotiated on his part with Baini, the selection of singers and of pieces ; in which last the judgement of Kocher was also consulted : and the Missa Papae Marcelli (an early and comparatively cheerful and popular work of Palestrina), the anthem ' Tu es Petrus' (belonging to the Papal Corona tion service, also by Palestrina), and the grand Dies irae (of Pittoni, somewhat later than Palestrina), were chosen as being most effective. Niebuhr himself was neither musical, nor in general fond of music, but he was as susceptible of grand devotional strains, as he was of the echoes of the weal and woe of human races to be found in national melodies: and so far, like Bunsen, he admired what his philosophical reflection approved.",False,"The passage does not address or answer the scenario described. It provides information about a fete and the music performed, but it does not specifically discuss children's experience of music or provide evidence of listening experiences."
http://data.open.ac.uk/led/lexp/1448659731374,"Five more societies sang, making eleven in all on this first day of performance, all of which belonged to the third class. It will not be expected that we should attempt to remark upon the singing of the different societies; there was quite a wide range from tolerably good (there was no performance positively bad) up to that which approached as near to perfection as is often found even in music’s chosen land. It was not difficult, however, to decide to which society belonged the first prize for the performances of this day.",False,"The passage does not directly address or answer the scenario described. It focuses on the performances of societies, but does not provide any information or evidence about children's experience of music."
http://data.open.ac.uk/led/lexp/1438426336365,"The impatience with which the return of the de Reszkes was awaited can be better imagined than described. It was emphasized by the fact that they were to be accompanied by their friend and confrere Jean Lassalle, and that the ""French Trio,"" as they were subsequently rather inaptly designated, would make their rentrees together in a  gorgeous revival of ""L'Africaine."" That was a  great night. The house was literally crammed from floor to ceiling, and the Prince and Princess  of Wales led the applause that greeted the now  famous Polish tenor on making his debut upon the  stage of Covent Garden in the role of Vasco di  Gama. He sang magnificently, while Lassalle's  Nelusko was, if possible, more fervid, more picturesque than ever. Nordica was less well suited as  Selika than as Marguerite in “Faust”, which part  she sang with the three distinguished artists later  in the season. Altogether, though, it was a remarkable performance, and fairly set the seal upon  Jean de Beszke's renown in England, besides adding materially to Augustus Harris's prestige as a metteur en scene.",False,The passage does not address or answer the scenario described. It is a description of a performance and does not provide any information about children's experiences of music.
http://data.open.ac.uk/led/lexp/1448323254416,"Military music abounds here, and is very fine. One of the best bands I have heard (but not better than the one in Berlin), consisting of about forty instruments, including oboes, clarionets, bassoons, &amp;c., plays daily at eleven o’clock; say an overture first, and then one or two pieces of lighter music.",False,The passage does not provide evidence or address the scenario of characterizing children's experience of music in bibliographic and artistic sources. It mentions a military band and their performance but does not provide any information about children's experiences or their interaction with music.
http://data.open.ac.uk/led/lexp/1517909298102,"[Letter XIII]  The grotto of Cupid, the fountain of Esculapius, the urns, the tombs, and the statues, which people these woods with recollections, attest the respect of the Medici for the precious monuments of art and antiquity—here rises Mount Parnassus, with the statues of Apollo and the Muses; Pegasus is bounding from the summit of the mountain, whence also a limpid stream starts, the sound of which is mingled with the notes of a musical instrument, which is played by water— there rise fountains, ornamented with groups of statues, representing fabulous personages, or scenes from common life.",False,The passage does not provide any evidence or information about children's experience of music or their listening experiences. It primarily describes the various monuments and statues found in a specific location.
http://data.open.ac.uk/led/lexp/1461673383317,"In the evening we went to Rev. Baptist Noel's chapel, where one is always sure of edification from the sermon if not from the psalms.",False,The passage does not address or answer the scenario described. It only mentions attending a chapel and does not provide any information about children's experiences with music or the collection and analysis of primary sources.
http://data.open.ac.uk/led/lexp/1518783443103,"At last, the valley widens a little, and you arrive at the village of Lauterbrunn [Switzerland]. Here you see the cascade of the Staubach, which comes down at one fall from a perpendicular rock 800 feet high,— nearly twice the height of St. Paul's. This cascade would be the grandest in the world, if the body of water were greater; but it is composed of so small a rivulet, that it is dispersed into thin spray before it reaches the ground. Instead, therefore, of the tremendous thunder of a raging cataract, the Staubach ""droppeth like the gentle rain from heaven,"" and presents a picture of enchanting softness and beauty […]  While we sat at the foot of the rock within reach of this refreshing shower-bath, admiring the rainbows produced by the morning sun in the falling spray, we were surprised by the sound of music, which seemed to be a duet of two hautboys; and the echoes of the surrounding rocks produced the most pleasing effect. But here again the evil genius of reality appeared to dispel the illusion;—for the enchantment was at once dissolved, on discovering the cause of this music in the persons of two dirty old women.  Their singing was from the throat, and the sounds resembled closely the tones of a flute. It is in the same manner that the famous Kureiholen, or Ranz des Vaches, the national air of the Swiss, is sung; which does not consist of articulated sounds, nor is it accompained by words; but is a simple melody formed by the same kind of guttural intonations.",False,"The passage does not address or answer the scenario as it talks about the experience of music in an adult context in Switzerland, and does not provide any evidence or information about children's experiences with music."
http://data.open.ac.uk/led/lexp/1433764198465,"Letter from Bunsen to his Sister Christiana, 27th November, 1819 - . . We live almost entirely out of what is called the world ; and that has come about naturally, without effort.Throughout the day, I work undisturbedly, till dinner time (at this time of year five o'clock). Not always have I leisure before, or after dinner, to walk out for an hour. The evenings from seven o'clock are thus engaged :— Sunday and Tuesday we read the Bible with Schmieder, and he expounds to us and a small number of friends : we have already read through Genesis. Every Thursday we are at Niebuhr's, who receives the Germans on that evening. Monday we remain at home, receiving any friends that wish to visit us, or to meet for the singing of ancient church music.",False,The passage does not provide any evidence or information about children's experiences with music. It primarily focuses on the daily activities and social engagements of the author and does not address the scenario described.
http://data.open.ac.uk/led/lexp/1452272647131,"That same summer I saw a great deal of Herr Raimond von Zur Mühlen. I don’t believe a finer Lieder singer ever lived. People’s opinion used to differ about his voice, but real musicians were unanimous about his splendid interpretation of German music. Rubinstein once put off a performance of one of his works because Von Zur Mühlen was not able to sing in it. To hear him interpret Schumann and Brahms was a perfect revelation. To my intense delight he took up a great number of my German songs, and I can only say that I adored the way he sang them. He sang with splendid rhythm, with such pathos, such deep feeling, and often with such real ecstasy, that it was quite impossible for any musician not to feel enthusiastic over him. And it was delightful, perfectly delightful, to rehearse with him. No trouble was too great — he would try effect after effect till he got the right one.",False,The passage does not address or answer the scenario of characterizing children's experience of music. It focuses on the experience of a specific musician and their interpretation of German songs.
http://data.open.ac.uk/led/lexp/1450281669613,"Gilmore’s plans again showed his genius. They were bold, well conceived, but very costly. He went to Europe, and “talked the crowned heads ” (that was the popular phrase) “ into letting their crack ” military bands come over to play in the Jubilee. He obtained the band of the Grenadier Guards from London, about forty- five strong, under Dan Godfrey; a German infantry band, about thirty-five men, under Saro ; and that of the Garde Republicaine, from Paris, of about fifty-five men. It was said that this latter was reinforced by fine artists from the opera, and was not therefore a fair sample of French bands. There was also a little insignificant band, the Royal Constabulary, from Ireland. These bands had an English day and German, French, and Irish days. The English band was good, the German, too brassy, the French, magnificent . The latter opened with Meyerbeer’s “Torch-Light Dance” ... and won instant success. They had a double quartette of saxophones, four fagotti, a double fagott, and some very large tubas: and the total result was so round, full, and soft, that all musicians were captivated with the deep diapason volume of sound. Their performance of the William Tell overture was superb.",False,The passage does not address or answer the scenario regarding children's experience of music as witnessed in bibliographic and artistic sources.
http://data.open.ac.uk/led/lexp/1438678872682,"It cannot be said that ""Ernani"" contributed in any marked degree to the financial prosperity of the year. Madame Rita Borio, who made her first appearance in this opera, achieved a certain amount of success, ""with modifications."" The new baritone, Botelli, was summarily dispatched with ""faint praise."" Moriani and Fornasari, the popular favourites of previous seasons, were not allowed to gather fresh laurels in the new opera without considerable resistance.",False,The passage does not address or answer the scenario regarding children's experience of music as witnessed in bibliographic and artistic sources.
http://data.open.ac.uk/led/lexp/1450268185046,"It may be worth recording that we got up a Beethoven centenary birthday commemoration in Bumstead Hall. We had the best of assistance and played the entire septette, op. 20, with the original instruments, the piano trio, op. 97, in B flat (Mr. Lang at the piano), a group of songs, and a string quartette. We did our best It was a sincere offering, and was practically the last concert the Mendelssohn Quintette Club gave in Boston on its own account.",False,"The passage does not address or answer the scenario described. It mentions a Beethoven centenary birthday commemoration and a concert, but it does not provide evidence of children's experience with music or address the criteria mentioned by Ortenz."
http://data.open.ac.uk/led/lexp/1434012780916,"The King never having read the Greek tragedies in the original, or in a German translation, had only taken in an idea of them through the systematising phrases of his tutor Ancillon, and thus was enraptured, as with a new and splendid discovery, when Tieck, in one of his evenings of poetical reading at the Palace, chose for his subject the ' Antigone ' of Sophocles, as translated by Bockh. The delight which the King experienced, he knew not how to give vent to more royally than by expressing a desire to see the tragedy completely performed, the success of which, on the Berlin stage, with the splendid compositions of Mendelssohn, was considerable, and yet not such as to silence the opposition of a critical and gainsaying public, which, instead of beholding in the performance the gratification of artistic taste on the part of the King, was resolved to believe in a design to regulate or school the general taste by authority. At a later period, the 'Oedipus at Colonos ' (the Choruses by Taubert) was performed with good effect, and by the desire of the King, under Bunsen's direction, the great works of Aeschylus (the 'Agamemnon,' the 'Eu menides,' the 'Choephorae') were compressed by Professor Franz into one piece, called the ' Oresteia.' It was hoped that Mendelssohn would have undertaken the arrangement and musical composition of the Choruses, but after much consideration, for reasons indicated in the second volume of his published correspondence, he was obliged to leave the royal wish unfulfilled.'",False,This passage does not address or answer the scenario of characterizing children's experience of music in bibliographic and artistic sources.
http://data.open.ac.uk/led/lexp/1440604845357,"Neükomm's song, entitled 'The Sea,' and some of his sacred cantatas, are very beautiful, but his 'Napoleon's midnight review,' and 'King Death, with his coal black wine,' are frightfully grand. I was in a party, one evening, where the latter was performed, which so much excited the feelings of a young lady present, that she could never bear to hear it afterwards.",False,The passage does not provide any evidence or information about children's experience of music.
http://data.open.ac.uk/led/lexp/1448322095209,"Mad. de la Grange sung in Rossini’s “Barber,” Bellini’s “Lucia,” Meyerbeer’s “Robert” and “Prophet,” and also Mozart’s “Magic Flute.” It hardly need be added that she met with a warm reception, and, at the increased prices, drew a crowded house.",False,The passage does not provide any information about children's experiences of music or evidence from personal journals or literary texts. It only mentions a singer and the positive reception of her performances.
http://data.open.ac.uk/led/lexp/1438527042090,"It was during the same winter that Clara Butt made her first appearance in public. The need for a new concert contralto of the first rank had  become pressing. Trebelli had died suddenly at Etretat the previous summer; and in the February  of 1894 an even more sudden attack of heart disease closed the career of Janet Patey as she was leaving the platform at a concert at Sheffield. It was curious that midway between these two sad  events there should have appeared upon the  scene the artist who, whatever her vocal attributes  as compared with those of her gifted predecessors, indisputably holds at the present time the position of leading English contralto.    Miss Clara Butt made her debut, while yet a scholar of the Royal College of Music, in a performance of Gluck's “Orpheus"", given by the  pupils of the college at the Lyceum Theatre in December, 1892. Her unusually lofty stature lent to the embodiment of Orpheus a dignity and impressiveness that were at least equaled by the organ-like sonority and volume of her ample tones. Then she could neither act nor sing; but there was intelligence in her work, there was an evident faculty for imitation, and, above  all, there was glorious material in her powerful,  luscious voice.",False,"The passage does not address or answer the scenario described. It provides information about Clara Butt's debut and vocal attributes, but it does not relate to the characterization of children's experience of music or the collection and analysis of primary sources."
